"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test boundary condition with very long title (1000 characters)","427","Verify creating book with very long title","Bookstore API Test Suite","Sun Oct 26 17:22:34 UTC 2025","passed","Sun Oct 26 17:22:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_VeryLongTitle"
"Test to verify GET /api/v1/Authors/{id} returns the correct author details","451","Verify that a specific author can be retrieved by valid ID","Bookstore API Test Suite","Sun Oct 26 17:22:38 UTC 2025","passed","Sun Oct 26 17:22:39 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_ValidId_Success"
"Test to verify GET /api/v1/Books responds within acceptable time","644","Verify response time for getting all books","Bookstore API Test Suite","Sun Oct 26 17:22:36 UTC 2025","passed","Sun Oct 26 17:22:37 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetAllBooks_ResponseTime"
"Test to verify POST /api/v1/Books with null description (field omitted from JSON)","426","Verify creating book with null/missing description","Bookstore API Test Suite","Sun Oct 26 17:22:30 UTC 2025","passed","Sun Oct 26 17:22:30 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullDescription"
"Test to verify POST /api/v1/Books with empty string title should return 400","440","Verify creating book with empty string title","Bookstore API Test Suite","Sun Oct 26 17:22:30 UTC 2025","failed","Sun Oct 26 17:22:30 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringTitle"
"Test to verify GET /api/v1/Authors/{id} with ID = 0 returns 404","416","Verify handling of zero as author ID","Bookstore API Test Suite","Sun Oct 26 17:22:42 UTC 2025","passed","Sun Oct 26 17:22:42 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_ZeroId"
"Test to verify POST /api/v1/Authors creates a new author and returns 200 status","455","Verify that a new author can be created successfully","Bookstore API Test Suite","Sun Oct 26 17:22:39 UTC 2025","passed","Sun Oct 26 17:22:39 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_ValidData_Success"
"Test to verify PUT /api/v1/Books/{id} when path ID doesn't match body ID should return 400","418","Verify updating book with mismatched ID","Bookstore API Test Suite","Sun Oct 26 17:22:35 UTC 2025","failed","Sun Oct 26 17:22:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_MismatchedId"
"Test to verify GET /api/v1/Authors/{id} with non-existent ID returns 404","408","Verify handling of non-existent author ID","Bookstore API Test Suite","Sun Oct 26 17:22:41 UTC 2025","passed","Sun Oct 26 17:22:42 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_NonExistentId"
"Test to verify PUT /api/v1/Authors/{id} updates the author details","884","Verify that an existing author can be updated successfully","Bookstore API Test Suite","Sun Oct 26 17:22:39 UTC 2025","passed","Sun Oct 26 17:22:40 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_ValidData_Success"
"Test to verify GET /api/v1/Authors/{id} with negative ID returns 404","410","Verify handling of invalid author ID (negative)","Bookstore API Test Suite","Sun Oct 26 17:22:42 UTC 2025","passed","Sun Oct 26 17:22:42 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_NegativeId"
"Test to verify PUT /api/v1/Books/{id} with non-existent ID should return 404","424","Verify updating non-existent book","Bookstore API Test Suite","Sun Oct 26 17:22:35 UTC 2025","failed","Sun Oct 26 17:22:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_NonExistentId"
"Test to verify POST /api/v1/Books with empty string description (optional field)","426","Verify creating book with empty string description","Bookstore API Test Suite","Sun Oct 26 17:22:30 UTC 2025","passed","Sun Oct 26 17:22:31 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringDescription"
"Test boundary condition with maximum integer value for IDs","419","Verify creating author with maximum integer values","Bookstore API Test Suite","Sun Oct 26 17:22:50 UTC 2025","passed","Sun Oct 26 17:22:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_MaxIntegerValues"
"Test to verify POST /api/v1/Authors with zero idBook should return 400","423","Verify creating author with zero book ID","Bookstore API Test Suite","Sun Oct 26 17:22:48 UTC 2025","failed","Sun Oct 26 17:22:48 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_ZeroBookId"
"Test to verify POST /api/v1/Books with negative page count should return 400","437","Verify creating book with negative page count","Bookstore API Test Suite","Sun Oct 26 17:22:32 UTC 2025","failed","Sun Oct 26 17:22:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NegativePageCount"
"Test to verify DELETE /api/v1/Authors/{id} deletes the author","1252","Verify that an existing author can be deleted successfully","Bookstore API Test Suite","Sun Oct 26 17:22:40 UTC 2025","passed","Sun Oct 26 17:22:41 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_ValidId_Success"
"Test creating author with special characters in first and last name","418","Verify creating author with special characters in name","Bookstore API Test Suite","Sun Oct 26 17:22:44 UTC 2025","passed","Sun Oct 26 17:22:45 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_SpecialCharactersInName"
"Test to verify GET /api/v1/Authors returns list of authors with 200 status code","563","Verify that all authors can be retrieved successfully","Bookstore API Test Suite","Sun Oct 26 17:22:38 UTC 2025","passed","Sun Oct 26 17:22:38 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_Success"
"Test to verify GET /api/v1/Books returns list of books with 200 status code","2487","Verify that all books can be retrieved successfully","Bookstore API Test Suite","Sun Oct 26 17:22:20 UTC 2025","passed","Sun Oct 26 17:22:23 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetAllBooks_Success"
"Test to verify PUT /api/v1/Books/{id} updates the book details","912","Verify that an existing book can be updated","Bookstore API Test Suite","Sun Oct 26 17:22:25 UTC 2025","passed","Sun Oct 26 17:22:26 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_ValidData_Success"
"Test to verify GET /api/v1/Books/{id} with ID = 0","594","Verify handling of zero as book ID","Bookstore API Test Suite","Sun Oct 26 17:22:28 UTC 2025","passed","Sun Oct 26 17:22:29 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_ZeroId"
"Test to verify POST /api/v1/Books creates a new book and returns 200 status","658","Verify that a new book can be created successfully","Bookstore API Test Suite","Sun Oct 26 17:22:25 UTC 2025","passed","Sun Oct 26 17:22:25 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ValidData_Success"
"Test to verify POST /api/v1/Books with empty string excerpt (optional field)","429","Verify creating book with empty string excerpt","Bookstore API Test Suite","Sun Oct 26 17:22:31 UTC 2025","passed","Sun Oct 26 17:22:31 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringExcerpt"
"Test to verify DELETE /api/v1/Books/{id} with negative ID should return 404","417","Verify deleting book with negative ID","Bookstore API Test Suite","Sun Oct 26 17:22:36 UTC 2025","failed","Sun Oct 26 17:22:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testDeleteBook_NegativeId"
"Test to verify POST /api/v1/Books with empty string publishDate should return 400","425","Verify creating book with invalid publishDate","Bookstore API Test Suite","Sun Oct 26 17:22:31 UTC 2025","passed","Sun Oct 26 17:22:32 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_InvalidPublishDate"
"Test to verify DELETE /api/v1/Books/{id} deletes the book","1332","Verify that an existing book can be deleted successfully","Bookstore API Test Suite","Sun Oct 26 17:22:26 UTC 2025","passed","Sun Oct 26 17:22:27 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testDeleteBook_ValidId_Success"
"Test to verify DELETE /api/v1/Authors/{id} with non-existent ID should return 404","417","Verify deleting non-existent author","Bookstore API Test Suite","Sun Oct 26 17:22:46 UTC 2025","failed","Sun Oct 26 17:22:46 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_NonExistentId"
"Test to verify POST /api/v1/Books with zero page count","424","Verify creating book with zero page count","Bookstore API Test Suite","Sun Oct 26 17:22:33 UTC 2025","passed","Sun Oct 26 17:22:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ZeroPageCount"
"Test to verify POST /api/v1/Books with duplicate ID should return 409 or 400","838","Verify creating book with duplicate ID","Bookstore API Test Suite","Sun Oct 26 17:22:33 UTC 2025","failed","Sun Oct 26 17:22:34 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_DuplicateId"
"Test to verify POST /api/v1/Books with null title (field omitted from JSON) should return 400","452","Verify creating book with null/missing title","Bookstore API Test Suite","Sun Oct 26 17:22:29 UTC 2025","failed","Sun Oct 26 17:22:30 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullTitle"
"Test to verify GET /api/v1/Authors responds within acceptable time","519","Verify response time for getting all authors","Bookstore API Test Suite","Sun Oct 26 17:22:47 UTC 2025","passed","Sun Oct 26 17:22:47 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_ResponseTime"
"Test to verify POST /api/v1/Authors with duplicate ID should return 409 or 400","828","Verify creating author with duplicate ID","Bookstore API Test Suite","Sun Oct 26 17:22:48 UTC 2025","failed","Sun Oct 26 17:22:49 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_DuplicateId"
"Test boundary condition with very long last name (500 characters)","418","Verify creating author with very long last name","Bookstore API Test Suite","Sun Oct 26 17:22:44 UTC 2025","passed","Sun Oct 26 17:22:44 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_VeryLongLastName"
"Test to verify DELETE /api/v1/Authors/{id} with negative ID should return 404","417","Verify deleting author with negative ID","Bookstore API Test Suite","Sun Oct 26 17:22:46 UTC 2025","failed","Sun Oct 26 17:22:47 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_NegativeId"
"Test to verify author object has all required fields with correct data types","412","Verify author data structure integrity","Bookstore API Test Suite","Sun Oct 26 17:22:49 UTC 2025","passed","Sun Oct 26 17:22:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_DataStructureValidation"
"Test boundary condition with very long first name (500 characters)","409","Verify creating author with very long first name","Bookstore API Test Suite","Sun Oct 26 17:22:44 UTC 2025","passed","Sun Oct 26 17:22:44 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_VeryLongFirstName"
"Test to verify PUT /api/v1/Authors/{id} when path ID doesn't match body ID should return 400","412","Verify updating author with mismatched ID","Bookstore API Test Suite","Sun Oct 26 17:22:45 UTC 2025","failed","Sun Oct 26 17:22:46 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_MismatchedId"
"Test to verify POST /api/v1/Authors with empty string last name should return 400","426","Verify creating author with empty string last name","Bookstore API Test Suite","Sun Oct 26 17:22:47 UTC 2025","failed","Sun Oct 26 17:22:48 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_EmptyStringLastName"
"Test to verify POST /api/v1/Books with null publishDate should return 400","418","Verify creating book with null publishDate","Bookstore API Test Suite","Sun Oct 26 17:22:32 UTC 2025","passed","Sun Oct 26 17:22:32 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullPublishDate"
"Test to verify POST /api/v1/Authors with negative book ID should return 400","411","Verify creating author with negative book ID","Bookstore API Test Suite","Sun Oct 26 17:22:43 UTC 2025","failed","Sun Oct 26 17:22:44 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_NegativeBookId"
