"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test to verify GET /api/v1/Books/{id} with negative ID","830","Verify handling of invalid book ID (negative)","Bookstore API Test Suite","Mon Oct 27 19:44:29 UTC 2025","passed","Mon Oct 27 19:44:30 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_NegativeId"
"Test creating author with special characters in first and last name","610","Verify creating author with special characters in name","Bookstore API Test Suite","Mon Oct 27 19:44:54 UTC 2025","passed","Mon Oct 27 19:44:54 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_SpecialCharactersInName"
"Test to verify POST /api/v1/Authors creates a new author and returns 200 status","678","Verify that a new author can be created successfully","Bookstore API Test Suite","Mon Oct 27 19:44:45 UTC 2025","passed","Mon Oct 27 19:44:46 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_ValidData_Success"
"Test to verify GET /api/v1/Books returns list of books with 200 status code","2734","Verify that all books can be retrieved successfully","Bookstore API Test Suite","Mon Oct 27 19:44:20 UTC 2025","passed","Mon Oct 27 19:44:22 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetAllBooks_Success"
"Test to verify GET /api/v1/Authors/{id} with non-existent ID returns 404","636","Verify handling of non-existent author ID","Bookstore API Test Suite","Mon Oct 27 19:44:49 UTC 2025","passed","Mon Oct 27 19:44:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_NonExistentId"
"Test to verify DELETE /api/v1/Authors/{id} with non-existent ID should return 404","662","Verify deleting non-existent author","Bookstore API Test Suite","Mon Oct 27 19:44:56 UTC 2025","failed","Mon Oct 27 19:44:56 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_NonExistentId"
"Test to verify PUT /api/v1/Books/{id} with non-existent ID should return 404","639","Verify updating non-existent book","Bookstore API Test Suite","Mon Oct 27 19:44:39 UTC 2025","failed","Mon Oct 27 19:44:40 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_NonExistentId"
"Test to verify GET /api/v1/Authors/{id} with ID = 0 returns 404","614","Verify handling of zero as author ID","Bookstore API Test Suite","Mon Oct 27 19:44:50 UTC 2025","passed","Mon Oct 27 19:44:51 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_ZeroId"
"Test to verify POST /api/v1/Books creates a new book and returns 200 status","769","Verify that a new book can be created successfully","Bookstore API Test Suite","Mon Oct 27 19:44:24 UTC 2025","passed","Mon Oct 27 19:44:25 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ValidData_Success"
"Test to verify POST /api/v1/Books with null description (field omitted from JSON)","627","Verify creating book with null/missing description","Bookstore API Test Suite","Mon Oct 27 19:44:32 UTC 2025","passed","Mon Oct 27 19:44:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullDescription"
"Test to verify POST /api/v1/Authors with empty first name should return 400","652","Verify creating author with empty first name","Bookstore API Test Suite","Mon Oct 27 19:44:51 UTC 2025","failed","Mon Oct 27 19:44:51 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_EmptyFirstName"
"Test to verify book object has all required fields with correct data types","878","Verify book data structure integrity","Bookstore API Test Suite","Mon Oct 27 19:44:43 UTC 2025","passed","Mon Oct 27 19:44:43 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_DataStructureValidation"
"Test to verify author object has all required fields with correct data types","649","Verify author data structure integrity","Bookstore API Test Suite","Mon Oct 27 19:45:01 UTC 2025","passed","Mon Oct 27 19:45:02 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_DataStructureValidation"
"Test to verify GET /api/v1/Books/{id} returns the correct book details","1607","Verify that a specific book can be retrieved by valid ID","Bookstore API Test Suite","Mon Oct 27 19:44:22 UTC 2025","passed","Mon Oct 27 19:44:24 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_ValidId_Success"
"Test boundary condition with very long last name (500 characters)","601","Verify creating author with very long last name","Bookstore API Test Suite","Mon Oct 27 19:44:53 UTC 2025","passed","Mon Oct 27 19:44:54 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_VeryLongLastName"
"Test to verify PUT /api/v1/Authors/{id} when path ID doesn't match body ID should return 400","619","Verify updating author with mismatched ID","Bookstore API Test Suite","Mon Oct 27 19:44:55 UTC 2025","failed","Mon Oct 27 19:44:56 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_MismatchedId"
"Test to verify DELETE /api/v1/Books/{id} with negative ID should return 404","626","Verify deleting book with negative ID","Bookstore API Test Suite","Mon Oct 27 19:44:41 UTC 2025","failed","Mon Oct 27 19:44:42 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testDeleteBook_NegativeId"
"Test to verify POST /api/v1/Authors with empty string last name should return 400","612","Verify creating author with empty string last name","Bookstore API Test Suite","Mon Oct 27 19:44:58 UTC 2025","failed","Mon Oct 27 19:44:59 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_EmptyStringLastName"
"Test to verify PUT /api/v1/Books/{id} updates the book details","1337","Verify that an existing book can be updated","Bookstore API Test Suite","Mon Oct 27 19:44:25 UTC 2025","passed","Mon Oct 27 19:44:26 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_ValidData_Success"
"Test boundary condition with maximum integer value for IDs","625","Verify creating author with maximum integer values","Bookstore API Test Suite","Mon Oct 27 19:45:02 UTC 2025","passed","Mon Oct 27 19:45:02 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_MaxIntegerValues"
"Test to verify POST /api/v1/Books with negative page count should return 400","643","Verify creating book with negative page count","Bookstore API Test Suite","Mon Oct 27 19:44:35 UTC 2025","failed","Mon Oct 27 19:44:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NegativePageCount"
"Test to verify PUT /api/v1/Authors/{id} updates the author details","1322","Verify that an existing author can be updated successfully","Bookstore API Test Suite","Mon Oct 27 19:44:46 UTC 2025","passed","Mon Oct 27 19:44:47 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_ValidData_Success"
"Test to verify POST /api/v1/Books with empty string publishDate should return 400","612","Verify creating book with invalid publishDate","Bookstore API Test Suite","Mon Oct 27 19:44:34 UTC 2025","passed","Mon Oct 27 19:44:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_InvalidPublishDate"
"Test boundary condition with very large page count","643","Verify creating book with very large page count","Bookstore API Test Suite","Mon Oct 27 19:44:38 UTC 2025","passed","Mon Oct 27 19:44:38 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_VeryLargePageCount"
"Test to verify DELETE /api/v1/Authors/{id} deletes the author","1856","Verify that an existing author can be deleted successfully","Bookstore API Test Suite","Mon Oct 27 19:44:47 UTC 2025","passed","Mon Oct 27 19:44:49 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_ValidId_Success"
"Test to verify DELETE /api/v1/Authors/{id} with negative ID should return 404","639","Verify deleting author with negative ID","Bookstore API Test Suite","Mon Oct 27 19:44:56 UTC 2025","failed","Mon Oct 27 19:44:57 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_NegativeId"
"Test to verify DELETE /api/v1/Books/{id} with non-existent ID should return 404","640","Verify deleting non-existent book","Bookstore API Test Suite","Mon Oct 27 19:44:40 UTC 2025","failed","Mon Oct 27 19:44:41 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testDeleteBook_NonExistentId"
"Test to verify POST /api/v1/Books with empty string description (optional field)","627","Verify creating book with empty string description","Bookstore API Test Suite","Mon Oct 27 19:44:33 UTC 2025","passed","Mon Oct 27 19:44:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringDescription"
"Test to verify POST /api/v1/Books with zero page count","632","Verify creating book with zero page count","Bookstore API Test Suite","Mon Oct 27 19:44:36 UTC 2025","passed","Mon Oct 27 19:44:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ZeroPageCount"
"Test to verify POST /api/v1/Books with null publishDate should return 400","618","Verify creating book with null publishDate","Bookstore API Test Suite","Mon Oct 27 19:44:35 UTC 2025","passed","Mon Oct 27 19:44:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullPublishDate"
"Test to verify GET /api/v1/Authors returns list of authors with 200 status code","877","Verify that all authors can be retrieved successfully","Bookstore API Test Suite","Mon Oct 27 19:44:43 UTC 2025","passed","Mon Oct 27 19:44:44 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_Success"
"Test to verify GET /api/v1/Books responds within acceptable time","938","Verify response time for getting all books","Bookstore API Test Suite","Mon Oct 27 19:44:42 UTC 2025","passed","Mon Oct 27 19:44:43 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetAllBooks_ResponseTime"
"Test to verify GET /api/v1/Authors/{id} with negative ID returns 404","653","Verify handling of invalid author ID (negative)","Bookstore API Test Suite","Mon Oct 27 19:44:50 UTC 2025","passed","Mon Oct 27 19:44:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_NegativeId"
"Test to verify PUT /api/v1/Books/{id} when path ID doesn't match body ID should return 400","653","Verify updating book with mismatched ID","Bookstore API Test Suite","Mon Oct 27 19:44:40 UTC 2025","failed","Mon Oct 27 19:44:40 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_MismatchedId"
"Test to verify POST /api/v1/Authors with null first name (field omitted from JSON) should return 400","622","Verify creating author with null first name","Bookstore API Test Suite","Mon Oct 27 19:44:58 UTC 2025","failed","Mon Oct 27 19:44:58 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_NullFirstName"
"Test boundary condition with very long title (1000 characters)","643","Verify creating book with very long title","Bookstore API Test Suite","Mon Oct 27 19:44:38 UTC 2025","passed","Mon Oct 27 19:44:39 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_VeryLongTitle"
"Test to verify POST /api/v1/Authors with duplicate ID should return 409 or 400","1260","Verify creating author with duplicate ID","Bookstore API Test Suite","Mon Oct 27 19:45:00 UTC 2025","failed","Mon Oct 27 19:45:01 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_DuplicateId"
"Test to verify POST /api/v1/Books with empty string excerpt (optional field)","630","Verify creating book with empty string excerpt","Bookstore API Test Suite","Mon Oct 27 19:44:33 UTC 2025","passed","Mon Oct 27 19:44:34 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringExcerpt"
"Test to verify GET /api/v1/Authors responds within acceptable time","781","Verify response time for getting all authors","Bookstore API Test Suite","Mon Oct 27 19:44:57 UTC 2025","passed","Mon Oct 27 19:44:58 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_ResponseTime"
"Test to verify PUT /api/v1/Authors/{id} with non-existent ID should return 404","632","Verify updating non-existent author","Bookstore API Test Suite","Mon Oct 27 19:44:54 UTC 2025","failed","Mon Oct 27 19:44:55 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_NonExistentId"
"Test to verify POST /api/v1/Books with empty string title should return 400","650","Verify creating book with empty string title","Bookstore API Test Suite","Mon Oct 27 19:44:31 UTC 2025","failed","Mon Oct 27 19:44:32 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringTitle"
