"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test to verify DELETE /api/v1/Authors/{id} deletes the author","1384","Verify that an existing author can be deleted successfully","Bookstore API Test Suite","Sun Oct 26 18:13:45 UTC 2025","passed","Sun Oct 26 18:13:47 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_ValidId_Success"
"Test to verify POST /api/v1/Books with negative page count should return 400","468","Verify creating book with negative page count","Bookstore API Test Suite","Sun Oct 26 18:13:37 UTC 2025","failed","Sun Oct 26 18:13:37 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NegativePageCount"
"Test to verify POST /api/v1/Books with empty string publishDate should return 400","447","Verify creating book with invalid publishDate","Bookstore API Test Suite","Sun Oct 26 18:13:36 UTC 2025","passed","Sun Oct 26 18:13:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_InvalidPublishDate"
"Test to verify PUT /api/v1/Books/{id} with non-existent ID should return 404","456","Verify updating non-existent book","Bookstore API Test Suite","Sun Oct 26 18:13:39 UTC 2025","failed","Sun Oct 26 18:13:40 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_NonExistentId"
"Test to verify DELETE /api/v1/Authors/{id} with non-existent ID should return 404","450","Verify deleting non-existent author","Bookstore API Test Suite","Sun Oct 26 18:13:52 UTC 2025","failed","Sun Oct 26 18:13:52 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testDeleteAuthor_NonExistentId"
"Test boundary condition with very long last name (500 characters)","446","Verify creating author with very long last name","Bookstore API Test Suite","Sun Oct 26 18:13:50 UTC 2025","passed","Sun Oct 26 18:13:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_VeryLongLastName"
"Test to verify POST /api/v1/Books with zero page count","448","Verify creating book with zero page count","Bookstore API Test Suite","Sun Oct 26 18:13:37 UTC 2025","passed","Sun Oct 26 18:13:38 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ZeroPageCount"
"Test to verify GET /api/v1/Authors responds within acceptable time","577","Verify response time for getting all authors","Bookstore API Test Suite","Sun Oct 26 18:13:53 UTC 2025","passed","Sun Oct 26 18:13:53 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_ResponseTime"
"Test to verify GET /api/v1/Authors/{id} with negative ID returns 404","450","Verify handling of invalid author ID (negative)","Bookstore API Test Suite","Sun Oct 26 18:13:47 UTC 2025","passed","Sun Oct 26 18:13:48 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_NegativeId"
"Test to verify POST /api/v1/Authors with null first name (field omitted from JSON) should return 400","441","Verify creating author with null first name","Bookstore API Test Suite","Sun Oct 26 18:13:53 UTC 2025","failed","Sun Oct 26 18:13:54 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_NullFirstName"
"Test to verify PUT /api/v1/Authors/{id} with non-existent ID should return 404","444","Verify updating non-existent author","Bookstore API Test Suite","Sun Oct 26 18:13:51 UTC 2025","failed","Sun Oct 26 18:13:51 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_NonExistentId"
"Test to verify GET /api/v1/Authors/{id} returns the correct author details","517","Verify that a specific author can be retrieved by valid ID","Bookstore API Test Suite","Sun Oct 26 18:13:43 UTC 2025","passed","Sun Oct 26 18:13:44 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_ValidId_Success"
"Test to verify POST /api/v1/Authors with zero idBook should return 400","460","Verify creating author with zero book ID","Bookstore API Test Suite","Sun Oct 26 18:13:54 UTC 2025","failed","Sun Oct 26 18:13:54 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_ZeroBookId"
"Test to verify author object has all required fields with correct data types","552","Verify author data structure integrity","Bookstore API Test Suite","Sun Oct 26 18:13:55 UTC 2025","passed","Sun Oct 26 18:13:56 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_DataStructureValidation"
"Test to verify POST /api/v1/Authors with negative book ID should return 400","442","Verify creating author with negative book ID","Bookstore API Test Suite","Sun Oct 26 18:13:49 UTC 2025","failed","Sun Oct 26 18:13:49 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_NegativeBookId"
"Test boundary condition with very large page count","462","Verify creating book with very large page count","Bookstore API Test Suite","Sun Oct 26 18:13:39 UTC 2025","passed","Sun Oct 26 18:13:39 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_VeryLargePageCount"
"Test to verify GET /api/v1/Books/{id} with ID = 0","491","Verify handling of zero as book ID","Bookstore API Test Suite","Sun Oct 26 18:13:33 UTC 2025","passed","Sun Oct 26 18:13:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_ZeroId"
"Test to verify GET /api/v1/Books/{id} with negative ID","914","Verify handling of invalid book ID (negative)","Bookstore API Test Suite","Sun Oct 26 18:13:32 UTC 2025","passed","Sun Oct 26 18:13:33 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_NegativeId"
"Test to verify GET /api/v1/Authors returns list of authors with 200 status code","658","Verify that all authors can be retrieved successfully","Bookstore API Test Suite","Sun Oct 26 18:13:43 UTC 2025","passed","Sun Oct 26 18:13:43 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAllAuthors_Success"
"Test to verify POST /api/v1/Books with null description (field omitted from JSON)","492","Verify creating book with null/missing description","Bookstore API Test Suite","Sun Oct 26 18:13:34 UTC 2025","passed","Sun Oct 26 18:13:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullDescription"
"Test to verify DELETE /api/v1/Books/{id} with non-existent ID should return 404","464","Verify deleting non-existent book","Bookstore API Test Suite","Sun Oct 26 18:13:40 UTC 2025","failed","Sun Oct 26 18:13:41 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testDeleteBook_NonExistentId"
"Test to verify POST /api/v1/Books with empty string description (optional field)","462","Verify creating book with empty string description","Bookstore API Test Suite","Sun Oct 26 18:13:35 UTC 2025","passed","Sun Oct 26 18:13:35 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringDescription"
"Test to verify POST /api/v1/Books creates a new book and returns 200 status","656","Verify that a new book can be created successfully","Bookstore API Test Suite","Sun Oct 26 18:13:28 UTC 2025","passed","Sun Oct 26 18:13:29 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_ValidData_Success"
"Test boundary condition with maximum integer value for IDs","449","Verify creating author with maximum integer values","Bookstore API Test Suite","Sun Oct 26 18:13:56 UTC 2025","passed","Sun Oct 26 18:13:56 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_MaxIntegerValues"
"Test to verify POST /api/v1/Books with duplicate ID should return 409 or 400","911","Verify creating book with duplicate ID","Bookstore API Test Suite","Sun Oct 26 18:13:38 UTC 2025","failed","Sun Oct 26 18:13:39 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_DuplicateId"
"Test boundary condition with very long title (1000 characters)","450","Verify creating book with very long title","Bookstore API Test Suite","Sun Oct 26 18:13:39 UTC 2025","passed","Sun Oct 26 18:13:39 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_VeryLongTitle"
"Test to verify GET /api/v1/Authors/{id} with ID = 0 returns 404","473","Verify handling of zero as author ID","Bookstore API Test Suite","Sun Oct 26 18:13:48 UTC 2025","passed","Sun Oct 26 18:13:48 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testGetAuthorById_ZeroId"
"Test to verify PUT /api/v1/Books/{id} updates the book details","996","Verify that an existing book can be updated","Bookstore API Test Suite","Sun Oct 26 18:13:29 UTC 2025","passed","Sun Oct 26 18:13:30 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_ValidData_Success"
"Test to verify POST /api/v1/Books with empty string title should return 400","472","Verify creating book with empty string title","Bookstore API Test Suite","Sun Oct 26 18:13:34 UTC 2025","failed","Sun Oct 26 18:13:34 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringTitle"
"Test to verify POST /api/v1/Authors with null last name should return 400","445","Verify creating author with null last name","Bookstore API Test Suite","Sun Oct 26 18:13:48 UTC 2025","failed","Sun Oct 26 18:13:49 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_NullLastName"
"Test to verify PUT /api/v1/Authors/{id} when path ID doesn't match body ID should return 400","441","Verify updating author with mismatched ID","Bookstore API Test Suite","Sun Oct 26 18:13:51 UTC 2025","failed","Sun Oct 26 18:13:52 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_MismatchedId"
"Test to verify book object has all required fields with correct data types","479","Verify book data structure integrity","Bookstore API Test Suite","Sun Oct 26 18:13:42 UTC 2025","passed","Sun Oct 26 18:13:43 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testGetBookById_DataStructureValidation"
"Test to verify PUT /api/v1/Authors/{id} updates the author details","955","Verify that an existing author can be updated successfully","Bookstore API Test Suite","Sun Oct 26 18:13:44 UTC 2025","passed","Sun Oct 26 18:13:45 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testUpdateAuthor_ValidData_Success"
"Test to verify POST /api/v1/Books with null publishDate should return 400","454","Verify creating book with null publishDate","Bookstore API Test Suite","Sun Oct 26 18:13:36 UTC 2025","passed","Sun Oct 26 18:13:37 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_NullPublishDate"
"Test creating author with special characters in first and last name","465","Verify creating author with special characters in name","Bookstore API Test Suite","Sun Oct 26 18:13:50 UTC 2025","passed","Sun Oct 26 18:13:51 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_SpecialCharactersInName"
"Test to verify POST /api/v1/Authors with duplicate ID should return 409 or 400","907","Verify creating author with duplicate ID","Bookstore API Test Suite","Sun Oct 26 18:13:54 UTC 2025","failed","Sun Oct 26 18:13:55 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_DuplicateId"
"Test boundary condition with very long first name (500 characters)","461","Verify creating author with very long first name","Bookstore API Test Suite","Sun Oct 26 18:13:49 UTC 2025","passed","Sun Oct 26 18:13:50 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_VeryLongFirstName"
"Test to verify PUT /api/v1/Books/{id} when path ID doesn't match body ID should return 400","449","Verify updating book with mismatched ID","Bookstore API Test Suite","Sun Oct 26 18:13:40 UTC 2025","failed","Sun Oct 26 18:13:40 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testUpdateBook_MismatchedId"
"Test to verify POST /api/v1/Books with empty string excerpt (optional field)","482","Verify creating book with empty string excerpt","Bookstore API Test Suite","Sun Oct 26 18:13:35 UTC 2025","passed","Sun Oct 26 18:13:36 UTC 2025","com.bookstore.tests.BooksApiTest","Books API Tests","com.bookstore.tests.BooksApiTest","testCreateBook_EmptyStringExcerpt"
"Test to verify POST /api/v1/Authors with empty first name should return 400","458","Verify creating author with empty first name","Bookstore API Test Suite","Sun Oct 26 18:13:48 UTC 2025","failed","Sun Oct 26 18:13:48 UTC 2025","com.bookstore.tests.AuthorsApiTest","Authors API Tests","com.bookstore.tests.AuthorsApiTest","testCreateAuthor_EmptyFirstName"
